Male,Female,Image,Name,ImagePriming,NamePriming,ImageTrig,NameTrig,Trig,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,priming.thisRepN,priming.thisTrialN,priming.thisN,priming.thisIndex,thisRow.t,notes,training_Instruction.started,instruction_slide.started,instruction_continue.started,training_Instruction.stopped,instruction_continue.keys,instruction_continue.rt,instruction_continue.duration,training_block.started,MAN.started,WOMAN.started,pic.started,key_resp.started,training_block.stopped,training.key_resp.keys,training.key_resp.rt,training.key_resp.duration,priming_instruction.started,instruction_slide_2.started,instruction_continue_2.started,priming_instruction.stopped,instruction_continue_2.keys,instruction_continue_2.rt,instruction_continue_2.duration,priming_block.started,MAN_3.started,MAN_3_desc.started,WOMAN_3.started,name_2.started,key_resp_3.started,priming_block.stopped,priming.key_resp_3.keys,priming.key_resp_3.rt,priming.key_resp_3.duration,pic_2.started,name_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,37,37,18,j,0.05538219993468374,None,,,,18,37,37,0,,,,,6.441270799958147,,,,,,,,,6.420928200008348,6.441270799958147,6.441270799958147,6.441270799958147,6.441270799958147,6.5082276000175625,j,0.05538219993468374,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
กฤษณะ,กาญจนา,men.png,กฤษณะ,men.png,กฤษณะ,10,50,100,38,38,19,k,0.06604909989982843,None,,,,19,38,38,0,,,,,6.54301070002839,,,,,,,,,6.521593499928713,6.54301070002839,6.54301070002839,6.54301070002839,6.54301070002839,6.625374799943529,k,0.06604909989982843,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,39,39,19,j,0.033363700029440224,None,,,,19,39,39,1,,,,,6.658227899926715,,,,,,,,,6.63849509996362,6.658227899926715,6.658227899926715,6.658227899926715,6.658227899926715,6.709288400015794,j,0.033363700029440224,None,,,,,,,,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.70936450001318,6.725094599998556,6.725094599998556,7.258394800010137,space,0.5214107999345288,None,,,,,,,,,,,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,วาสนา,11,62,132,0,0,0,,,,j,0.3881334000034258,None,,,,,0,0,0,32,7.307913199998438,,,,,,,,,,,,,,,,,,,,,,,,,7.286999500007369,7.307913199998438,7.307913199998438,7.307913199998438,7.307913199998438,7.307913199998438,7.725349699961953,j,0.3881334000034258,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,พิสิฐ,11,59,129,1,1,0,,,,k,0.3883231000509113,None,,,,,0,1,1,29,7.758136400021613,,,,,,,,,,,,,,,,,,,,,,,,,7.742867299937643,7.758136400021613,7.758136400021613,7.758136400021613,7.758136400021613,7.758136400021613,8.158388899988495,k,0.3883231000509113,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ปริญญา,อาภรณ์,None,ปริญญา,men.png,ปริญญา,10,55,105,2,2,0,,,,j,1.1169646000489593,None,,,,,0,2,2,5,8.19208189996425,,,,,,,,,,,,,,,,,,,,,,,,,8.17694329994265,8.19208189996425,8.19208189996425,8.19208189996425,8.19208189996425,8.19208189996425,9.325302499928512,j,1.1169646000489593,None,8.658193100010976,8.691339600016363,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,วาสนา,men.png,วาสนา,10,62,112,3,3,0,,,,k,0.7456373000750318,None,,,,,0,3,3,12,9.358135299989954,,,,,,,,,,,,,,,,,,,,,,,,,9.338534499984235,9.358135299989954,9.358135299989954,9.358135299989954,9.358135299989954,9.358135299989954,10.108060300000943,k,0.7456373000750318,None,9.825049399980344,9.858124900027178,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ภูมิพัฒน์,จิตติมา,None,ภูมิพัฒน์,men.png,ภูมิพัฒน์,10,56,106,4,4,0,,,,k,0.7127811999525875,None,,,,,0,4,4,6,10.141155099961907,,,,,,,,,,,,,,,,,,,,,,,,,10.127064000000246,10.141155099961907,10.141155099961907,10.141155099961907,10.141155099961907,10.141155099961907,10.858335900004022,k,0.7127811999525875,None,10.607842699973844,10.64114319998771,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ศิริพร,11,64,134,5,5,0,,,,j,0.7269668999360874,None,,,,,0,5,5,34,10.891884699929506,,,,,,,,,,,,,,,,,,,,,,,,,10.873280699946918,10.891884699929506,10.891884699929506,10.891884699929506,10.891884699929506,10.891884699929506,11.625250399927609,j,0.7269668999360874,None,11.358113499940373,11.391308199963532,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,กาญจนา,men.png,กาญจนา,10,60,110,6,6,0,,,,j,0.5984604000113904,None,,,,,0,6,6,10,11.658090599928983,,,,,,,,,,,,,,,,,,,,,,,,,11.641079199966043,11.658090599928983,11.658090599928983,11.658090599928983,11.658090599928983,11.658090599928983,12.258354599936865,j,0.5984604000113904,None,12.12483039998915,12.158115300000645,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,ศิริพร,men.png,ศิริพร,10,64,114,7,7,0,,,,k,0.4897435000166297,None,,,,,0,7,7,14,12.291870699962601,,,,,,,,,,,,,,,,,,,,,,,,,12.27192319999449,12.291870699962601,12.291870699962601,12.291870699962601,12.291870699962601,12.291870699962601,12.791906700003892,k,0.4897435000166297,None,12.758051099954173,12.791653299937025,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ภูมิพัฒน์,11,56,126,8,8,0,,,,k,0.4588046999415383,None,,,,,0,8,8,26,12.82484429993201,,,,,,,,,,,,,,,,,,,,,,,,,12.805721799959429,12.82484429993201,12.82484429993201,12.82484429993201,12.82484429993201,12.82484429993201,13.29186340002343,k,0.4588046999415383,None,13.291610399959609,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,อรรถพล,11,53,123,9,9,0,,,,k,0.5216293999692425,None,,,,,0,9,9,23,13.324777900008485,,,,,,,,,,,,,,,,,,,,,,,,,13.309002200025134,13.324777900008485,13.324777900008485,13.324777900008485,13.324777900008485,13.324777900008485,13.858259100001305,k,0.5216293999692425,None,13.791607199935243,13.82477479998488,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,วรรณา,men.png,วรรณา,10,67,117,10,10,0,,,,k,0.9595480000134557,None,,,,,0,10,10,17,13.89174849994015,,,,,,,,,,,,,,,,,,,,,,,,,13.873916100012138,13.89174849994015,13.89174849994015,13.89174849994015,13.89174849994015,13.89174849994015,14.858206899953075,k,0.9595480000134557,None,14.358677000040188,14.391589500010014,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ศักดิ์สิทธิ์,11,58,128,11,11,0,,,,j,0.7475696000037715,None,,,,,0,11,11,28,14.891174499993213,,,,,,,,,,,,,,,,,,,,,,,,,14.875812400016002,14.891174499993213,14.891174499993213,14.891174499993213,14.891174499993213,14.891174499993213,15.641225400031544,j,0.7475696000037715,None,15.357964399969205,15.39125789992977,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,กาญจนา,11,60,130,12,12,0,,,,j,0.6243995999684557,None,,,,,0,12,12,30,15.67443709995132,,,,,,,,,,,,,,,,,,,,,,,,,15.655435199965723,15.67443709995132,15.67443709995132,15.67443709995132,15.67443709995132,15.67443709995132,16.30791480001062,j,0.6243995999684557,None,16.140996500034817,16.174399700015783,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ศักดิ์สิทธิ์,สุนิสา,None,ศักดิ์สิทธิ์,men.png,ศักดิ์สิทธิ์,10,58,108,13,13,0,,,,j,0.47552690003067255,None,,,,,0,13,13,8,16.341013700002804,,,,,,,,,,,,,,,,,,,,,,,,,16.322982999961823,16.341013700002804,16.341013700002804,16.341013700002804,16.341013700002804,16.341013700002804,16.824814199935645,j,0.47552690003067255,None,16.80772889999207,16.857915099943057,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
ชัยวัฒน์,ศิริพร,None,ชัยวัฒน์,men.png,ชัยวัฒน์,10,54,104,14,14,0,,,,j,0.6258782999357209,None,,,,,0,14,14,4,16.857915099943057,,,,,,,,,,,,,,,,,,,,,,,,,16.840821799938567,16.857915099943057,16.857915099943057,16.857915099943057,16.857915099943057,16.857915099943057,17.491467399988323,j,0.6258782999357209,None,17.32461459992919,17.35791869997047,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,สุนิสา,11,68,138,15,15,0,,,,k,0.40914679993875325,None,,,,,0,15,15,38,17.524600700009614,,,,,,,,,,,,,,,,,,,,,,,,,17.505918800015934,17.524600700009614,17.524600700009614,17.524600700009614,17.524600700009614,17.524600700009614,17.941191499936394,k,0.40914679993875325,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
พิสิฐ,ปัทมา,None,พิสิฐ,men.png,พิสิฐ,10,59,109,16,16,0,,,,k,0.6793433999409899,None,,,,,0,16,16,9,17.974324099952355,,,,,,,,,,,,,,,,,,,,,,,,,17.954876499949023,17.974324099952355,17.974324099952355,17.974324099952355,17.974324099952355,17.974324099952355,18.6582691000076,k,0.6793433999409899,None,18.4409958999604,18.474313999991864,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
วรพล,วรรณา,None,วรพล,men.png,วรพล,10,57,107,17,17,0,,,,k,0.5545383000280708,None,,,,,0,17,17,7,18.691567900008522,,,,,,,,,,,,,,,,,,,,,,,,,18.672121400013566,18.691567900008522,18.691567900008522,18.691567900008522,18.691567900008522,18.691567900008522,19.25845099997241,k,0.5545383000280708,None,19.158255300018936,19.19123789994046,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,อาภรณ์,11,65,135,18,18,0,,,,k,0.4791068999329582,None,,,,,0,18,18,35,19.29174619994592,,,,,,,,,,,,,,,,,,,,,,,,,19.272145699942484,19.29174619994592,19.29174619994592,19.29174619994592,19.29174619994592,19.29174619994592,19.77454899996519,k,0.4791068999329582,None,19.757773599936627,19.807652999996208,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,สุพัตรา,11,63,133,19,19,0,,,,j,0.5485190000617877,None,,,,,0,19,19,33,19.807652999996208,,,,,,,,,,,,,,,,,,,,,,,,,19.790162699995562,19.807652999996208,19.807652999996208,19.807652999996208,19.807652999996208,19.807652999996208,20.35810539999511,j,0.5485190000617877,None,20.274280600016937,20.30770559993107,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,ปัทมา,men.png,ปัทมา,10,69,119,20,20,0,,,,j,0.5351165999891236,None,,,,,0,20,20,19,20.39125270000659,,,,,,,,,,,,,,,,,,,,,,,,,20.371562500018626,20.39125270000659,20.39125270000659,20.39125270000659,20.39125270000659,20.39125270000659,20.941219300031662,j,0.5351165999891236,None,20.857846400002018,20.891204899991862,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,นเรศ,11,51,121,21,21,0,,,,j,0.46156189998146147,None,,,,,0,21,21,21,20.97431660001166,,,,,,,,,,,,,,,,,,,,,,,,,20.955805800040253,20.97431660001166,20.97431660001166,20.97431660001166,20.97431660001166,20.97431660001166,21.441164699965157,j,0.46156189998146147,None,21.440929800039157,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ชัยวัฒน์,11,54,124,22,22,0,,,,j,0.36717090010643005,None,,,,,0,22,22,24,21.47425490000751,,,,,,,,,,,,,,,,,,,,,,,,,21.455221400014125,21.47425490000751,21.47425490000751,21.47425490000751,21.47425490000751,21.47425490000751,21.85835649992805,j,0.36717090010643005,None,,,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,พิมพ์ใจ,11,61,131,23,23,0,,,,k,0.6850745000410825,None,,,,,0,23,23,31,21.891195800038986,,,,,,,,,,,,,,,,,,,,,,,,,21.873870500014164,21.891195800038986,21.891195800038986,21.891195800038986,21.891195800038986,21.891195800038986,22.591449599945918,k,0.6850745000410825,None,22.35820140002761,22.391173099982552,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
นเรศ,พิมพ์ใจ,women.png,นเรศ,men.png,นเรศ,10,51,101,24,24,0,,,,k,0.5738667000550777,None,,,,,0,24,24,1,22.624371699988842,,,,,,,,,,,,,,,,,,,,,,,,,22.604531100019813,22.624371699988842,22.624371699988842,22.624371699988842,22.624371699988842,22.624371699988842,23.207866600016132,k,0.5738667000550777,None,23.091195399989374,23.124357099994086,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,พิมพ์ใจ,men.png,พิมพ์ใจ,10,61,111,25,25,0,,,,k,0.543022199999541,None,,,,,0,25,25,11,23.24098200001754,,,,,,,,,,,,,,,,,,,,,,,,,23.221540799946524,23.24098200001754,23.24098200001754,23.24098200001754,23.24098200001754,23.24098200001754,23.79147739999462,k,0.543022199999541,None,23.707536399946548,23.74094199994579,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
อรรถพล,สุพัตรา,None,อรรถพล,men.png,อรรถพล,10,53,103,26,26,0,,,,k,0.5366011000005528,None,,,,,0,26,26,3,23.824352300027385,,,,,,,,,,,,,,,,,,,,,,,,,23.80576190003194,23.824352300027385,23.824352300027385,23.824352300027385,23.824352300027385,23.824352300027385,24.374535299954005,k,0.5366011000005528,None,24.291259599965997,24.324287199997343,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,จิตติมา,men.png,จิตติมา,10,66,116,27,27,0,,,,k,0.5834556000772864,None,,,,,0,27,27,16,24.407536400016397,,,,,,,,,,,,,,,,,,,,,,,,,24.387862500036135,24.407536400016397,24.407536400016397,24.407536400016397,24.407536400016397,24.407536400016397,25.007916199974716,k,0.5834556000772864,None,24.874184799962677,24.90751129994169,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,วรรณา,11,67,137,28,28,0,,,,j,0.5275612999685109,None,,,,,0,28,28,37,25.04100860003382,,,,,,,,,,,,,,,,,,,,,,,,,25.02136260003317,25.04100860003382,25.04100860003382,25.04100860003382,25.04100860003382,25.04100860003382,25.574387699947692,j,0.5275612999685109,None,25.50747599999886,25.540832299971953,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,กฤษณะ,11,50,120,29,29,0,,,,k,0.6063983999192715,None,,,,,0,29,29,20,25.60747539997101,,,,,,,,,,,,,,,,,,,,,,,,,25.591871300013736,25.60747539997101,25.60747539997101,25.60747539997101,25.60747539997101,25.60747539997101,26.22454620001372,k,0.6063983999192715,None,26.074166500009596,26.10750189993996,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ปริญญา,11,55,125,30,30,0,,,,j,1.1108430000022054,None,,,,,0,30,30,25,26.257654699962586,,,,,,,,,,,,,,,,,,,,,,,,,26.238461500033736,26.257654699962586,26.257654699962586,26.257654699962586,26.257654699962586,26.257654699962586,27.374407100025564,j,1.1108430000022054,None,26.72420569998212,26.75771229993552,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,อาภรณ์,men.png,อาภรณ์,10,65,115,31,31,0,,,,k,0.7260053999489173,None,,,,,0,31,31,15,27.407583500025794,,,,,,,,,,,,,,,,,,,,,,,,,27.38966270000674,27.407583500025794,27.407583500025794,27.407583500025794,27.407583500025794,27.407583500025794,28.141060299938545,k,0.7260053999489173,None,27.87415529997088,27.907473400002345,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,ธนพล,11,52,122,32,32,0,,,,k,0.4845933000324294,None,,,,,0,32,32,22,28.174133399967104,,,,,,,,,,,,,,,,,,,,,,,,,28.154362899949774,28.174133399967104,28.174133399967104,28.174133399967104,28.174133399967104,28.174133399967104,28.674313999945298,k,0.4845933000324294,None,28.640775799984112,28.674064000020735,054347,001,2025-09-26_05h54.55.876,Priming_gender,,2025.1.1,60.04397619351874,2025-09-26 05h54.58.819503 +0700,
None,None,None,None,women.png,วรพล,11,57,127,33,33,0,,,,,,,,,,,0,33,33,27,28.707411599927582,,,,,,,,,,,,,,,,,,,,,,,,,28.687902500038035,28.707411599927582,28.707411599927582,28.707411599927582,28.707411599927582,28.707411599927582,,,,,29.174067599931732,29.207514800014906,,,,,,,,,
